ID,Name,Type,Organization
41093,POLA ANFISA,vessel,RUSSIA-EO14024
41094,POLA GALI,vessel,RUSSIA-EO14024
41095,PUBLIC JOINT STOCK COMPANY ZAVOD TULA,-0- ,RUSSIA-EO14024
41096,OOO TAIMYRNEFTEGAZ-PORT,-0- ,RUSSIA-EO14024
41097,KAZANSKII OPTIKO-MEKHANICHESKII ZAVOD AO,-0- ,RUSSIA-EO14024
41098,JOINT STOCK COMPANY ENIKS,-0- ,RUSSIA-EO14024
41099,POLA MIROPIA,vessel,RUSSIA-EO14024
41100,ASTROL-1,vessel,RUSSIA-EO14024
41102,"KONDRATYEV, Veniamin Ivanovich",individual,RUSSIA-EO14024
41103,"SHUMKOV, Vadim Mikhailovich",individual,RUSSIA-EO14024
41104,"NOSOV, Sergey Konstantinovich",individual,RUSSIA-EO14024
41105,"MELNICHENKO, Oleg Vladimirovich",individual,RUSSIA-EO14024
41106,"ZDUNOV, Artem Alekseyevich",individual,RUSSIA-EO14024
41107,"CHIBIS, Andrey Vladimirovich",individual,RUSSIA-EO14024
41108,"BEZDUDNIY, Yuriy Vasilevich",individual,RUSSIA-EO14024
41109,"NIKITIN, Gleb Sergeyevich",individual,RUSSIA-EO14024
41110,"BURKOV, Aleksandr Leonidovich",individual,RUSSIA-EO14024
41111,LIMITED LIABILITY COMPANY CITADEL,-0- ,RUSSIA-EO14024
41112,"CHEREPENNIKOV, Anton Andreyevich",individual,RUSSIA-EO14024
41113,LIMITED LIABILITY COMPANY HOLDING INTELLIGENT COMPUTER SYSTEMS,-0- ,RUSSIA-EO14024
41114,LIMITED LIABILITY COMPANY OSNOVA LAB,-0- ,RUSSIA-EO14024
41115,LIMITED LIABILITY COMPANY MALVIN SYSTEMS,-0- ,RUSSIA-EO14024
41116,LIMITED LIABILITY COMPANY MFI SOFT,-0- ,RUSSIA-EO14024
41117,LIMITED LIABILITY COMPANY TEKHARGOS,-0- ,RUSSIA-EO14024
41118,LIMITED LIABILITY COMPANY SIGNATEK,-0- ,RUSSIA-EO14024
41119,LIMITED LIABILITY COMPANY BASTION,-0- ,RUSSIA-EO14024
41120,LIMITED LIABILITY COMPANY ADM SYSTEMS,-0- ,RUSSIA-EO14024
41121,LIMITED LIABILITY COMPANY GARDA TECHNOLOGIES,-0- ,RUSSIA-EO14024
41122,LIMITED LIABILITY COMPANY SCIENTIFIC AND PRODUCTION COMPANY TEKHINKOM,-0- ,RUSSIA-EO14024
41123,"HANGZHOU FUYANG KOTO MACHINERY CO., LTD",-0- ,NPWMD] [IFSR
41125,KNS GROUP OOO,-0- ,RUSSIA-EO14024
41126,JSC SCIENTIFIC AND PRODUCTION COMPANY KRYPTONIT,-0- ,RUSSIA-EO14024
41127,"GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY CO., LTD",-0- ,NPWMD] [IFSR
41129,"S&C TRADE PTY CO., LTD",-0- ,NPWMD] [IFSR
41130,"YUAN, Yun Xia",individual,NPWMD] [IFSR
41131,POLA PELAGIA,vessel,RUSSIA-EO14024
41132,ALEKSANDR SOKOLOV,vessel,RUSSIA-EO14024
41133,POLA ANASTASIA,vessel,RUSSIA-EO14024
41134,"SHENZHEN CASPRO TECHNOLOGY CO., LTD",-0- ,NPWMD] [IFSR
41135,POLA MARIA,vessel,RUSSIA-EO14024
41136,POLA YAROSLAVA,vessel,RUSSIA-EO14024
41137,RAVEN INTERNATIONAL TRADE LIMITED,-0- ,NPWMD] [IFSR
41138,POLA VARVARA,vessel,RUSSIA-EO14024
41139,POLA AGATA,vessel,RUSSIA-EO14024
41140,POLA ALEXIA,vessel,RUSSIA-EO14024
41141,POLA MARINA,vessel,RUSSIA-EO14024
41142,"AVERYANOV, Yuriy Timofeyevich",individual,RUSSIA-EO14024
41143,"RAZINKIN, Anatoliy Vyacheslavovich",individual,RUSSIA-EO14024
41156,"STANKOVIC, Dragan",individual,BALKANS-EO14033
41157,GLOTREASURE COMPANY LIMITED,-0- ,IRAN-EO13846
41159,"SUKHODOLOV, Aleksei Borisovich",individual,RUSSIA-EO14024
41176,"PARDO ESPINO, Eduardo",individual,ILLICIT-DRUGS-EO14059
41177,"BESTHINGS, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41178,"PRODUZIONI PECA, S. DE R.L. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41179,"RH LITMAN, S. DE R.L. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41180,"SERVICIOS ADMINISTRATIVOS DANTWOO, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41181,"SOCIEDAD SPA PENINSULA, S. DE R.L. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41182,"TARDENCILLA RODRIGUEZ, Nadia Camila",individual,NICARAGUA
41183,"RODRIGUEZ MEJIA, Ernesto Leonel",individual,NICARAGUA
41184,"SVIRIDENKO, Oleg Mikhailovich",individual,RUSSIA-EO14024
41185,"KOZLOV, Ilya Pavlovich",individual,RUSSIA-EO14024
41186,"MISHCHENKO, Diana Igorevna",individual,RUSSIA-EO14024
41187,"LATT, Tun Min",individual,BURMA-EO14014
41188,"SOE, Win Min",individual,BURMA-EO14014
41189,STAR SAPPHIRE GROUP PTE. LTD.,-0- ,BURMA-EO14014
41190,STAR SAPPHIRE TRADING COMPANY LIMITED,-0- ,BURMA-EO14014
41196,"AMIRI, Mahdi",individual,IRAN-EO13846
41197,NAJI PAS COMPANY,-0- ,IRAN-HR
41198,"ASGHARIAN, Reza",individual,IRAN-HR
41199,"ROTHSCHUH ANDINO, Octavio Ernesto",individual,NICARAGUA
41200,NAJI PARS AMIN INSTITUTE,-0- ,IRAN-HR
41201,"ABDOLLAHINEJAD, Bahram",individual,IRAN-HR
41202,ENTEBAGH GOSTAR SEPEHR COMPANY,-0- ,IRAN-HR
41203,"RAMEZANIAN SANI, Gholamreza",individual,IRAN-HR
41216,"SHAHSAVARI, Habib",individual,IRGC] [IRAN-HR
41236,"CHAHARMAHALI, Ali",individual,IRAN-HR
41237,"BAKHSHI, Dariush",individual,IRAN-HR
41238,"MOUSAVI, Sayyed Abdolrahim",individual,IRAN-HR
41257,"ROMAN FLORES, Luis Eduardo",individual,TCO
41258,"SALAZAR BALLESTEROS, Joel Alexandro",individual,TCO
41277,HULM AL SAHRA ELECTRIC DEVICES TRADING,-0- ,RUSSIA-EO14024
41296,"SUZHOU XIAOLI PHARMATECH CO., LTD",-0- ,ILLICIT-DRUGS-EO14059
41297,"WANG, Hongfei",individual,ILLICIT-DRUGS-EO14059
41298,"YAO, Huatao",individual,ILLICIT-DRUGS-EO14059
41299,"WUHAN SHUOKANG BIOLOGICAL TECHNOLOGY CO., LTD",-0- ,ILLICIT-DRUGS-EO14059
41300,"WU, Yaqin",individual,ILLICIT-DRUGS-EO14059
41301,"GUO, Chunyan",individual,ILLICIT-DRUGS-EO14059
41316,ASIA SUN GROUP,-0- ,BURMA-EO14014
41317,"MEHMEDAGIC, Osman",individual,BALKANS-EO14033
41318,OPEN JOINT STOCK COMPANY MINSK AUTOMOBILE PLANT,-0- ,BELARUS-EO14038
41319,OPEN JOINT STOCK COMPANY BELARUSIAN AUTOMOBILE PLANT,-0- ,BELARUS-EO14038
41322,OPEN JOINT STOCK COMPANY BYELORUSSIAN STEEL WORKS MANAGEMENT COMPANY OF HOLDING BYELORUSSIAN METALLURGICAL COMPANY,-0- ,BELARUS-EO14038
41336,"MATVEEV, Mikhail Pavlovich",individual,CYBER2
41337,"NIKIFOROVICH, Sergei Olegovich",individual,BELARUS-EO14038
41356,"GUO, Ruiguang",individual,ILLICIT-DRUGS-EO14059
41357,"GUO, Yunnian",individual,ILLICIT-DRUGS-EO14059
41376,"YOULI TECHNOLOGY DEVELOPMENT CO., LTD.",-0- ,ILLICIT-DRUGS-EO14059
41379,"YASON GENERAL MACHINERY CO., LTD.",-0- ,ILLICIT-DRUGS-EO14059
41380,"YASON ELECTRONICS TECHNOLOGY CO., LIMITED",-0- ,ILLICIT-DRUGS-EO14059
41381,TDPMOLDS,-0- ,ILLICIT-DRUGS-EO14059
41382,"YANTAI YIXUN INTERNATIONAL TRADE CO., LTD.",-0- ,ILLICIT-DRUGS-EO14059
41383,"YANTAI MEI XUN TRADE CO., LTD.",-0- ,ILLICIT-DRUGS-EO14059
41384,"ZHAO, Dongdong",individual,ILLICIT-DRUGS-EO14059
41385,"PAN, Hao",individual,ILLICIT-DRUGS-EO14059
41416,EW-001PA,aircraft,BELARUS-EO14038
41437,"KORCHIK, Dmitry Aleksandrovich",individual,BELARUS-EO14038
41439,"IVANKOVICH, Valery Valerievich",individual,BELARUS-EO14038
41476,SEQUOIA TREUHAND TRUST REG,-0- ,RUSSIA-EO14024
41477,"OEHRI, Roland",individual,RUSSIA-EO14024
41478,AEROMOTUS UNMANNED AERIAL VEHICLES TRADING LLC,-0- ,RUSSIA-EO14024
41479,"GIGER, Markus Jakob",individual,RUSSIA-EO14024
41480,"OSTROWSKY, Alexander",individual,RUSSIA-EO14024
41481,DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER,-0- ,NPWMD] [IFSR
41482,"PAIDAR, Amanallah",individual,NPWMD] [IFSR
41483,"FARAZAN INDUSTRIAL ENGINEERING, INC.",-0- ,NPWMD] [IFSR
41484,"BUKEY, Murat",individual,NPWMD] [IFSR
41485,"KAZIKAEV, Valery Dzhekovich",individual,RUSSIA-EO14024
41486,OZONE HAVACILIK VE SAVUNMA SANAYI TICARET ANONIM SIRKETI,-0- ,NPWMD] [IFSR
41487,KTH GROUP SPOL SRO,-0- ,RUSSIA-EO14024
41488,"STRESHINSKIY, Vladimir Yakovlevich",individual,RUSSIA-EO14024
41489,PLATIFINO LIMITED,-0- ,RUSSIA-EO14024
41490,"MAHMOUDI, Asghar",individual,NPWMD] [IFSR
41491,SELIN TECHNIC CO,-0- ,NPWMD] [IFSR
41492,"SERGHIDES, Demetrios",individual,RUSSIA-EO14024
41493,THE SISTER TRUST,-0- ,RUSSIA-EO14024
41494,"ISMAILOVA, Gulbakhor Burkhanovna",individual,RUSSIA-EO14024
41495,POMEROL CAPITAL SA,-0- ,RUSSIA-EO14024
41496,ALMENOR HOLDINGS LIMITED,-0- ,RUSSIA-EO14024
41497,KLARET AVIATION LIMITED,-0- ,RUSSIA-EO14024
41498,NAVIS MARINE LIMITED,-0- ,RUSSIA-EO14024
41499,OMNIA SERVICES CYPRUS LTD,-0- ,RUSSIA-EO14024
41500,HIGHTRAIL LTD,-0- ,RUSSIA-EO14024
41501,OMNIA ANTIBES,-0- ,RUSSIA-EO14024
41502,WINDFEL PROPERTIES LIMITED,-0- ,RUSSIA-EO14024
41503,SAVOLER DEVELOPMENT LIMITED,-0- ,RUSSIA-EO14024
41504,MIRAMONTE INVESTMENTS LIMITED,-0- ,RUSSIA-EO14024
41505,"ATTIKOURIS, Kyriakos",individual,RUSSIA-EO14024
41507,"GIANNAKOU, Kostas",individual,RUSSIA-EO14024
41508,"GEORGIOU, Marilena",individual,RUSSIA-EO14024
41509,SOMMEN SECRETARIAL SERVICES LIMITED,-0- ,RUSSIA-EO14024
41510,"HERNANDEZ SANCHEZ, Federico",individual,TCO
41511,"VINER, Natan Adadievich",individual,RUSSIA-EO14024
41512,GKR UK OOO,-0- ,RUSSIA-EO14024
41513,GKR OOO,-0- ,RUSSIA-EO14024
41514,GKR NEDVIZHIMOST OOO,-0- ,RUSSIA-EO14024
41515,RODINA STROI GRUPP OOO,-0- ,RUSSIA-EO14024
41516,GRUPPA RODINA OOO,-0- ,RUSSIA-EO14024
41517,INVESTITSIONNAYA GRUPPA PARTNERY OOO,-0- ,RUSSIA-EO14024
41536,ASIA SUN TRADING CO. LTD.,-0- ,BURMA-EO14014
41537,CARGO LINK PETROLEUM LOGISTICS CO. LTD.,-0- ,BURMA-EO14014
41556,GENESIS MARKET,-0- ,CYBER2
41576,"GONZALEZ VILLEGAS, Ian Jassiel",individual,ILLICIT-DRUGS-EO14059
41616,"GOMEZ ARIAS, Luis Lorenzo",individual,ILLICIT-DRUGS-EO14059
41618,"ATLANTIC DIAMOND GROUP, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41636,"LELO DE LARREA VENTIMILLA, Horacio Edmundo",individual,ILLICIT-DRUGS-EO14059
41656,"PADILLA ZARATE, Clemente",individual,ILLICIT-DRUGS-EO14059
41657,"RIVAS SANCHEZ, Pedro",individual,ILLICIT-DRUGS-EO14059
41658,"ASESORES Y PROMOTORES ACG, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41659,"BUSSINES CORPORATIVO T SERVICE INC, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41660,"CONSTRUCTORES B2, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41661,"CORPORATIVO BUSSINES MX INSIDER, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41662,"CORPORATIVO SOPORTE LEGAL RECOVERY, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41663,"NT INSURANCE CORPORATIVO, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41664,"RESGUARDO DE VALORES Y SERVICIOS INTEGRALES RSVI, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41665,"T SERVICE BUSSINES INC, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41676,"AL-ASSAD, Wassim",individual,PAARSSR-EO13894
41677,"ABU ZUREIK, Imad",individual,PAARSSR-EO13894
41678,"AL-ASSAD, Samer Kamal",individual,PAARSSR-EO13894] [SYRIA-CAESAR
41696,"DAQQOU, Hassan Muhammad",individual,SDGT
41697,"QADDOUR, Khalid",individual,PAARSSR-EO13894] [SYRIA-CAESAR
41698,HASSAN DAQQOU TRADING,-0- ,SDGT
41699,AL-ISRAA ESTABLISHMENT FOR IMPORT AND EXPORT,-0- ,SDGT
41700,"ZAITAR, Noah",individual,SDGT
41716,"WU, Yonghao",individual,ILLICIT-DRUGS-EO14059
41717,"RUBIO ZEA, Ana Gabriela",individual,ILLICIT-DRUGS-EO14059
41736,"MKRTYCHEV, Ashot",individual,DPRK
41756,"SKOCH, Vladimir Nikitovich",individual,RUSSIA-EO14024
41776,"AL-URAYDI, Sami Mahmud Mohammed",individual,SDGT
41796,"NASIRKHODJAEV, Shokhrukh Olimdjonovich",individual,RUSSIA-EO14024
41797,"NARZIEVA, Nasiba Erkinovna",individual,RUSSIA-EO14024
41798,"NARZIEVA, Saodat Burxanovna",individual,RUSSIA-EO14024
41836,TABACALERA DEL ESTE S.A.,-0- ,GLOMAG
41856,"EFENDIEV, Nazim Tofik Ogly",individual,RUSSIA-EO14024
41857,"KOCHAROV, Vakhtang Ernstovich",individual,RUSSIA-EO14024
41858,"VAKANAS, Antonis Kyriakou",individual,RUSSIA-EO14024
41859,"KOCHAROVA, Gulnoz Zunnurovna",individual,RUSSIA-EO14024
41860,"STRESHINSKAYA, Natalia Alexeevna",individual,RUSSIA-EO14024
41861,"KING-PAI TECHNOLOGY HK CO., LIMITED",-0- ,RUSSIA-EO14024
41876,"P.L. KAPITZA INSTITUTE FOR PHYSICAL PROBLEMS, RUSSIAN ACADEMY OF SCIENCES",-0- ,RUSSIA-EO14024
41896,"SUMILAB, S.A. DE C.V.",-0- ,ILLICIT-DRUGS-EO14059
41897,"GUZMAN LOPEZ, Joaquin",individual,ILLICIT-DRUGS-EO14059
41898,"PEREZ URIBE, Raymundo",individual,ILLICIT-DRUGS-EO14059
41899,"PAEZ LOPEZ, Saul",individual,ILLICIT-DRUGS-EO14059
41917,INTERNATIONAL INVESTMENT BANK,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
41918,JOINT STOCK COMPANY IIB CAPITAL,-0- ,RUSSIA-EO14024
41919,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KHOLDINGOVAYA KOMPANIYA YUESEM,-0- ,UKRAINE-EO13662] [RUSSIA-EO14024
41920,LEBEDINSKIY GORNO OBOGATITELNIY KOMBINAT JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
41921,STORM TECHNOLOGIES LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
41922,USM CITY LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
41923,"SKOCH, Varvara Andreevna",individual,RUSSIA-EO14024
41936,DEXIAS INTERNATIONAL PRODUCTS AND TRADE LIMITED COMPANY,-0- ,RUSSIA-EO14024
41956,LOGAID,-0- ,RUSSIA-EO14024
41957,PETERSBURG INTELLIGENT TRANSPORT LOGISTICS,-0- ,RUSSIA-EO14024
41958,LLC TESTKOMPLEKT,-0- ,RUSSIA-EO14024
41959,LLC T-KOMPONENT SP,-0- ,RUSSIA-EO14024
41960,LLC VEST-OST,-0- ,RUSSIA-EO14024
41962,BRAND SERVER OPTIONS,-0- ,RUSSIA-EO14024
41963,AKTSIONERNOE OBSHCHESTVO TESTPRIBOR,-0- ,RUSSIA-EO14024
41964,AKTSIONERNOE OBSHCHESTVO PROTON-ELEKTROTEKS,-0- ,RUSSIA-EO14024
41965,AKTSIONERNOE OBSHCHESTVO TORGOVYI DOM PROTON-ELEKTROTEKS,-0- ,RUSSIA-EO14024
41966,PHOENIX ELECTRONICS,-0- ,RUSSIA-EO14024
41976,AKTSIONERNOE OBSHCHESTVO PROTON,-0- ,RUSSIA-EO14024
41977,SIMMETRON ELEKTRONNYE KOMPONENTY,-0- ,RUSSIA-EO14024
41978,TORGOVYI DOM SIMMETRON ELEKTRONNYE KOMPONENTY,-0- ,RUSSIA-EO14024
41979,OOO TITAN-MICRO,-0- ,RUSSIA-EO14024
41980,PUBLICHNOE AKTSIONERNOE OBSCHESTVO ELECTROVIPRYAMITEL,-0- ,RUSSIA-EO14024
41981,NEOTEKHNIKA OOO,-0- ,RUSSIA-EO14024
41982,LLC MINATEKH,-0- ,RUSSIA-EO14024
41983,LLC EVROMIKROTEKH,-0- ,RUSSIA-EO14024
41984,LLC ELSITON KOMPONENT,-0- ,RUSSIA-EO14024
41985,ELITAN TRADE OOO,-0- ,RUSSIA-EO14024
41986,LIMITED LIABILITY COMPANY BSP GLOBAL,-0- ,RUSSIA-EO14024
41987,LIMITED LIABILITY COMPANY KVAZAR,-0- ,RUSSIA-EO14024
41988,LIMITED LIABILITY COMPANY SPETSVOLTAZH,-0- ,RUSSIA-EO14024
41989,ELMEC TRADE OU,-0- ,RUSSIA-EO14024
41991,AK SYSTEMS,-0- ,RUSSIA-EO14024
41993,LLC SPETSELSERVIS,-0- ,RUSSIA-EO14024
41995,NPF-RADIOTEKHKOMPLEKT AO,-0- ,RUSSIA-EO14024
41996,KOMPONENTA AO,-0- ,RUSSIA-EO14024
41997,LLC ONELEK,-0- ,RUSSIA-EO14024
41998,LIMITED LIABILITY COMPANY FOREPOST TRADING,-0- ,RUSSIA-EO14024
41999,JOINT STOCK COMPANY COMPEL,-0- ,RUSSIA-EO14024
42000,MATRIKS ELEKTRONIKA,-0- ,RUSSIA-EO14024
42001,LLC TELLUR ELEKTRONIKS,-0- ,RUSSIA-EO14024
42002,SIBELKOM-LOGISTIK OOO,-0- ,RUSSIA-EO14024
42003,NAUCHNO-PROIZVODSTVENNOE PREDPRIYATIE GURAMI ELEKTRONIKS,-0- ,RUSSIA-EO14024
42004,TARGET ELECTRONICS,-0- ,RUSSIA-EO14024
42005,INELSO OOO,-0- ,RUSSIA-EO14024
42006,AVESTO OOO,-0- ,RUSSIA-EO14024
42007,PROISTOK OOO,-0- ,RUSSIA-EO14024
42008,MIKROSAN OOO,-0- ,RUSSIA-EO14024
42009,RSV-EKSPERT OOO,-0- ,RUSSIA-EO14024
42010,"EFIMOV, Anton Anatolyevich",individual,RUSSIA-EO14024
42011,ELFARO OU,-0- ,RUSSIA-EO14024
42016,MIDAS RESSOURCES SARLU,-0- ,RUSSIA-EO14024
42017,"FIROV, Alim Khazkhismelovich",individual,RUSSIA-EO14024
42018,DEXIAS LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42019,FEDOROVSKOE OOO,-0- ,RUSSIA-EO14024
42020,DIAMVILLE SAU,-0- ,RUSSIA-EO14024
42021,YUESEM MARKIROVKA OOO,-0- ,RUSSIA-EO14024
42022,LIMITED LIABILITY COMPANY DM,-0- ,RUSSIA-EO14024
42023,INDUSTRIAL RESOURCES GENERAL TRADING,-0- ,RUSSIA-EO14024
42024,UDOKAN COPPER LLC,-0- ,RUSSIA-EO14024
42025,USM CEMENT LLC,-0- ,RUSSIA-EO14024
42026,MEXPACKING SOLUTIONS,-0- ,ILLICIT-DRUGS-EO14059
42027,"MARTINEZ TREVIZO, Mario Ernesto",individual,ILLICIT-DRUGS-EO14059
42028,"RODRIGUEZ ALMEIDA, Cinthia Adriana",individual,ILLICIT-DRUGS-EO14059
42029,"MACIAS TREVIZO, Ernesto Alonso",individual,ILLICIT-DRUGS-EO14059
42030,USM GOLD LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42031,LIMITED LIABILITY COMPANY USM TELECOM,-0- ,RUSSIA-EO14024
42032,DIGITAL INVEST LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42033,AZU INTERNATIONAL BILGI TEKNOLOJILERI VE DIS TICARET LIMITED SIRKETI,-0- ,RUSSIA-EO14024
42034,INTERNATIONAL DIGITAL TECHNOLOGY CENTRE LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42035,AF TELECOM HOLDING LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42036,ONEFACTOR LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42037,NEXIGN JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
42038,"BODEAU, Gary",individual,GLOMAG
42056,USM URBAN MINING LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42057,"VASSILIADES, Christodoulos Georgiou",individual,RUSSIA-EO14024
42058,"KAMPERI, Kyriaki Demetriou",individual,RUSSIA-EO14024
42059,CHRISTODOULOS G. VASSILIADES & CO. LLC,-0- ,RUSSIA-EO14024
42060,VASSILIADES & CO UK LIMITED,-0- ,RUSSIA-EO14024
42061,VASSILIADES & CO. MALTA LIMITED,-0- ,RUSSIA-EO14024
42062,IONICS NOMINEES LIMITED,-0- ,RUSSIA-EO14024
42063,LEDRA NOMINEES LIMITED,-0- ,RUSSIA-EO14024
42064,LEDRA TRUSTEES LIMITED,-0- ,RUSSIA-EO14024
42065,LEDRA TRUSTEE SERVICES LIMITED,-0- ,RUSSIA-EO14024
42066,"VASSILIADES, Anna Maria",individual,RUSSIA-EO14024
42067,"VASSILIADES, Giorgos",individual,RUSSIA-EO14024
42068,JSC NAUCHNO ISSLEDOVATELSKY I KONSTRUKTORSKY INSTITUT MONTAZHNOY TECHNOLOGY ATOMSTROY,-0- ,RUSSIA-EO14024
42069,RUSATOM OVERSEAS JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
42070,KOVROV MECHANICAL PLANT PJSC,-0- ,RUSSIA-EO14024
42071,FEDERAL SCIENTIFIC AND PRODUCTION CENTER MV PROTSENKO START PRODUCTION ASSOCIATION JSC,-0- ,RUSSIA-EO14024
42072,PATRIOT PRIVATE MILITARY COMPANY,-0- ,RUSSIA-EO14024
42073,"KHUSNULLIN, Marat Shakirzyanovich",individual,RUSSIA-EO14024
42074,"PAKERMANOV, Evgeny Markovich",individual,RUSSIA-EO14024
42075,CHINA HEAD AEROSPACE TECHNOLOGY COMPANY,-0- ,RUSSIA-EO14024
42076,U-TERRA LLC,-0- ,RUSSIA-EO14024
42077,ZINCUM LLC,-0- ,RUSSIA-EO14024
42078,METALLOINVEST TRADING AG,-0- ,RUSSIA-EO14024
42079,HAMRIYAH STEEL FREE ZONE COMPANY,-0- ,RUSSIA-EO14024
42080,AKKERMANN CEMENT CA LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42081,CITY DEVELOPMENT LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42082,AKHANGARANCEMENT JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
42083,LIMITED LIABILITY COMPANY FORUM,-0- ,RUSSIA-EO14024
42084,LIMITED LIABILITY COMPANY LAND TECHNOLOGIES,-0- ,RUSSIA-EO14024
42085,LIMITED LIABILITY COMPANY NOVOGORSK REAL ESTATE,-0- ,RUSSIA-EO14024
42086,MEGAFON PAO,-0- ,RUSSIA-EO14024
42087,JOINT STOCK COMPANY VLADIMIR PRODUCTION AMALGAMATION TOCHMASH,-0- ,RUSSIA-EO14024
42096,HOLDINGOVAYA KOMPANIYA METALLOINVEST AO,-0- ,RUSSIA-EO14024
42097,MANAGEMENT COMPANY METALLOINVEST LLC,-0- ,RUSSIA-EO14024
42098,MIKHAILOVSKIY GORNO OBOGATITELNIY KOMBINAT JOINT STOCK COMPANY,-0- ,RUSSIA-EO14024
42136,USM METALLOINVEST LIMITED LIABILITY COMPANY,-0- ,RUSSIA-EO14024
42137,BALTIYSK,vessel,RUSSIA-EO14024
42138,AVRORA ALTAIR,vessel,RUSSIA-EO14024
42139,AKKERMAN CEMENT OOO,-0- ,RUSSIA-EO14024
42140,AVRORA REGUL,vessel,RUSSIA-EO14024
42156,OSKOL ELECTROMETALLURGICAL PLANT AO,-0- ,RUSSIA-EO14024
42157,"AHMAD, Firas Nazem",individual,SDGT
42159,"AHMAD, Hind Nazem",individual,SDGT
42160,"BAKER, Rami Yaacoub",individual,SDGT
42161,"DITRIKH, Yevgeniy Ivanovich",individual,RUSSIA-EO14024
42162,"BAKER, Rima Yaacoub",individual,SDGT
42176,"HIJAZI, Mohamad Hussein",individual,SDGT
42177,"ISMAIL, Mohamad Hassan",individual,SDGT
42178,ARTVIN MARITIME AND TRADE LIMITED COMPANY,-0- ,RUSSIA-EO14024
42179,SALDA MANAGEMENT MARITIME AND TRADE LIMITED COMPANY,-0- ,RUSSIA-EO14024
42180,AVRORA SIRIUS,vessel,RUSSIA-EO14024
42181,NAVIS 6,vessel,RUSSIA-EO14024
42182,PETROTRANS 5902,vessel,RUSSIA-EO14024
42183,VLADIMIR LATYSHEV,vessel,RUSSIA-EO14024
42184,LIMITED LIABILITY COMPANY NOVELCO,-0- ,RUSSIA-EO14024
42185,VICTOR ANDRYUKHIN,vessel,RUSSIA-EO14024
42186,ALL RUSSIAN CHILDREN AND YOUTH MILITARY PATRIOTIC PUBLIC MOVEMENT YOUTH ARMY,-0- ,RUSSIA-EO14024
42187,LEONID PESTRIKOV,vessel,RUSSIA-EO14024
42188,"GRIGORIEV, Grigoriy Igorevich",individual,RUSSIA-EO14024
42189,NIKOLAI LEONOV,vessel,RUSSIA-EO14024
42190,ALPHA HELIOS,vessel,RUSSIA-EO14024
42191,STATE BUDGETARY EDUCATIONAL INSTITUTION OF ADDITIONAL EDUCATION OF THE REPUBLIC OF CRIMEA CRIMEA PATRIOT CENTER,-0- ,RUSSIA-EO14024
42192,ALPHA HERMES,vessel,RUSSIA-EO14024
42193,"MOSSALEM, Ali",individual,SDGT
42195,VYACHESLAV ARSHINOV,vessel,RUSSIA-EO14024
42196,"BASHKIROV, Aleksei Vladimirovich",individual,RUSSIA-EO14024
42197,"NAGARAJAN, Sundar",individual,SDGT
42198,GENNADY EGOROV,vessel,RUSSIA-EO14024
42199,ALEXANDR DEEV,vessel,RUSSIA-EO14024
42200,LIMITED LIABILITY COMPANY NOVELCO GLOBAL FORWARDING,-0- ,RUSSIA-EO14024
42201,WCP MANAGEMENT COMPANY LTD,-0- ,RUSSIA-EO14024
42202,NIKOLAY ANISHCHENKOV,vessel,RUSSIA-EO14024
42203,LIMITED LIABILITY COMPANY NDN,-0- ,RUSSIA-EO14024
